tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'2075047983314571764,🫶,,Quote,,1278682,68,169,,2026-07-09 02:42:00,,,,,
'2075047747250684352,i do love rottweilers,,Quote,,691896,62,139,,2026-07-09 02:41:00,,,,,
'2074929399842078839,"We've usually stayed away from model comparisons but 5.6 vs Fable is a unique situation  We've never had a case where the team is so completely convinced on which one is better  Here's the timeline of our experience with it  - We test early versions of 5.6 for a couple of weeks and have a great time, it feels like a step change improvement, enabling new workflows - We get to try Fable and don't think it's not as good, I personally would take this experience with a grain of salt, there tends to be a bias when trying a new model when you already like another - Fable and 5.6 are taken away because of the regulatory issues - Our team is literally depressed that 5.6 is gone, we are looking for anything that could even partly replace it - Fable comes back, and here's where it gets interesting, you would think Fable would be enough, but no, the team is still depressed that 5.6 isn't available  - Then 5.6 comes back and it's immediately clear that it's just way better than Fable  This situation was unique in that it was the closest we've ever gotten to having an unbiased comparison of two models",,Retweet,,840401,154,158,,2026-07-08 18:51:00,,,,,
'2074909079450050629,"GPT-live (next-generation voice) launches today in ChatGPT.  it feels magical and 'real'.  i have always preferred typing to talking to an AI, now i think that's going to shift.",,Tweet,,745889,530,944,,2026-07-08 17:30:00,,,,,
'2074709023807664454,GPT-5.6 sol launches thursday!  happy building,,Tweet,,2124426,1965,1916,,2026-07-08 04:15:00,,,,,
'2073791666553844074,our older kid put two words together for the first time and i am approximately as amazed by this cognitive feat as i am by GPT-5.6 discovering new math,,Tweet,,1860205,353,1356,,2026-07-05 15:30:00,,,,,
'2072773542576586790,"going to world cup games is always awesome, but watching the USA win in the USA during USA birthday week was just incredible",,Tweet,,783439,366,707,,2026-07-02 20:04:00,,,,,
'2070533340416164196,"The OpenAI Foundation is joining Intercept as a founding partner through our AI resilience program.  As AI accelerates advances in biology and medicine, we also need to prepare for the risks of misuse, including the potential for engineered outbreaks.  Intercept Health Fund is working to end respiratory pandemics through a pathogen-agnostic approach, investing in broad-spectrum preventatives and non-pharmaceutical interventions that can protect against a wide range of threats and strengthen a new layer of resilience for humanity.  https://blog.interceptfund.com/p/ending-respiratory-infections",,Retweet,,298657,111,151,,2026-06-26 15:43:00,,,,,
'2070614769678393846,"not quite all-you-can-eat tokens, but we are working on it",,Tweet,,175355,25,192,,2026-06-26 21:06:00,,,,,
'2070614666288795703,"team cooked, spicily",,Quote,,972724,157,412,,2026-06-26 21:06:00,,,,,
'2070612055225483692,"in other news, we updated the 5.5 instant model used in chatgpt this week.  i like its vibes.",,Tweet,,624211,141,591,,2026-06-26 20:55:00,,,,,
'2070609922631537024,oh and also...750 token/sec coming to 5.6 sol in july!,,Tweet,,1069294,132,210,,2026-06-26 20:47:00,,,,,
'2070608004500857256,"Also, I am happy to answer questions if people have some.",,Tweet,,287404,31,1005,,2026-06-26 20:39:00,,,,,
'2070607488274358364,"Good new first: Sol is a smart, efficient, and a significant step forward. It is the same price as GPT-5.5. Also launching in the GPT-5.6 family is Terra, with 5.5-level performance at half the price.  Bad news: at the request of the US government, it is launching today in limited preview instead of the open access launch we were planning on. We are working with the government to get to general availability as fast as we can.  I think it is quite reasonable to roll out models--especially as they reach significant new levels of capability--in this way. It fits with our long-held strategy of iterative deployment. But this isn't quite the process that we think is optimal.  Now we will with the government to attempt to get to a transparent, reliable process for early access, and to ensure that as long as our safeguards work as intended we can release widely. We want to be a reliable, dependable partner that works with all stakeholders, and we also want to live by our mission of benefiting all of humanity. I believe the government shares most of our goals, and that they are overall doing a good job in a very difficult situation.  We will work as quickly as we can to get this model in your hands and we hope you will love it.",,Tweet,,2253408,1123,1923,,2026-06-26 20:37:00,,,,,
'2069121360744550796,"We want to help all companies be secure, working with the USG and the security ecosystem.  *The full version of GPT-5.5-Cyber is here; state of the art performance on CyberGym.  *Patch The Planet and Codex Security will help solve security problems instead of just finding them.",,Tweet,,1025094,464,826,,2026-06-22 18:12:00,,,,photo,https://pbs.twimg.com/media/HLb-oXnagAEXv7z.png
'2067635005552209969,"One of the ways scaling test-time compute can benefit people most: have reasoning models think really hard about rare undiagnosed diseases.  Today we’re sharing published evidence that this can work, in some of the most difficult pediatric cases!",,Retweet,,441531,91,110,,2026-06-18 15:46:00,,,,,
'2067427678529974740,"We offer no explanation as to why Noams are so good at AI; we attribute their success, as all else, to divine benevolence.",,Quote,,1079833,313,572,,2026-06-18 02:02:00,,,,,
'2067427421083652131,noam is one of the people I have most wanted to work with since the very beginning of openai.  only took 10 years.  i think it will be worth the wait!,,Quote,,1049824,306,414,,2026-06-18 02:01:00,,,,,
'2065160791205310565,really looking forward to working together!,,Quote,,913840,177,519,,2026-06-11 19:54:00,,,/i/article/2065089676122235376,,
'2064088940932641225,Here is our current plan for OpenAI:  https://openai.com/index/built-to-benefit-everyone-our-plan/,,Tweet,,1675737,778,1347,,2026-06-08 20:55:00,,,,,
'2063779477419901071,interesting recursive loop here maybe,,Quote,,836141,165,501,,2026-06-08 00:25:00,,,,,
'2062923614987661637,"Excited to share that I’ve joined OpenAI in London to work on pretraining!  I’ve spent the last few years on pretraining and long-context, and I’ll be helping grow the London team. We’re hiring exceptional researchers, please reach out: [email protected]",,Retweet,,336609,60,116,,2026-06-05 15:44:00,,,,,
'2062661191969972645,man the early days of the internet were so special,,Tweet,,1121420,893,2126,,2026-06-04 22:22:00,,,,,
'2062661071761211561,"build and publish web apps with chatgpt!  i really wish i had this when i was a kid, but i do miss hypercard.",,Quote,,530140,200,443,,2026-06-04 22:21:00,,,,,
'2062660086787613116,big upgrade to chatgpt memory rolling out today!,,Quote,,785064,247,540,,2026-06-04 22:17:00,,,,,
'2062249312839434452,It's time to fly.,,Retweet,,16568161,1110,1411,,2026-06-03 19:05:00,,,,,
'2061973280655904815,"theUSshould lead on AI by continuing to develop the very best models, making sure they're safe, and getting cyber tools into the hands of trusted defenders.  the new EO gets the balance right.",,Tweet,,337284,155,627,,2026-06-03 00:48:00,,,,,
'2061828631089844709,"one of the quotes i find most inspiring on a hard day:  ""Whatever your hand finds to do, do it with all your might, for in the realm of the dead, where you are going, there is neither working nor planning nor knowledge nor wisdom""  Ecclesiastes 9:10",,Tweet,,1818084,2667,1233,,2026-06-02 15:13:00,,,,,
'2061562575322492937,The OpenAI Foundation is doing a lot of wonderful things.  Helping society become resilient to AI is going to be incredibly important. Much more to come here!,,Quote,,510399,196,480,,2026-06-01 21:36:00,,,,,
'2061117302528188712,"OpenAI Robotics is hiring, looking for exceptional full-stack hardware, ops, systems, and ML engineers to help us program and manufacture robots that are useful for society.  AI should be able to help people in the physical world. In the short term, we are focused on robots to support skilled workers to build our future infrastructure; in the long term, we imagine everyone having a personal robot doing anything they need.  Our world simulation research program, led by Aditya Ramesh (@model_mechanic), has evolved over the past year into OpenAI Robotics. Progress is rapid, and based on a foundation of co-design between robotics hardware and ML research.  If you love working hands-on across the robotics stack and want to build the future, please consider joining us. Send an email with your background and evidence of exceptional accomplishment to: [email protected]",,Tweet,,3030912,1021,1238,,2026-05-31 16:07:00,,,,,
'2061101875303530871,We want to help the world get a head start on biodefense:  https://openai.com/index/strengthening-societal-resilience-with-rosalind-biodefense/,,Tweet,,289904,169,320,,2026-05-31 15:05:00,,,,,
'2060964284117782996,Five million users would agree. Resetting the limits tomorrow morning to celebrate.  Time to go /fast,,Retweet,,2117509,380,722,,2026-05-31 05:59:00,,,,,
'2059677202917331431,"AI should dramatically increase quality of life and individual freedoms for people around the world.  The OpenAI Foundation is making an initial $250M commitment to measurement, transition support, and new approaches to broadly shared prosperity.  openaifoundation.org/news/ec…",,Tweet,,523036,378,1328,,2026-05-27 16:44:00,,,http://openaifoundation.org/news/economic-futures-in-the-age-of-ai,,
'2059492605634007125,🛫,,Quote,,458721,91,264,,2026-05-27 04:31:00,,,,,
'2057614780727480741,what problem do you most hope AI will solve in the future?  maybe we can help!,,Tweet,,3801260,739,15017,,2026-05-22 00:09:00,,,,,
'2057559714788258003,new codex ships today!,,Quote,,742818,173,493,,2026-05-21 20:30:00,,,,,
'2057515035472380237,"the attack at the mosque in san diego is one of the most chilling i have seen.  my deepest condolences to the victims, families, and community.",,Tweet,,1519324,680,933,,2026-05-21 17:33:00,,,,,
'2057218997503086888,three of the things we are most excited about:  1. AGI accelerating research 2. AGI accelerating companies 3. personal AGI accelerating everyone in achieving their goals  today it was great to announce the unit distance result.  yesterday it was great to announce that we are offering to invest $2M in openai credits into every YC company.  now we need to increase our efforts on the third!,,Tweet,,836190,477,1134,,2026-05-20 21:56:00,,,,,
'2057176845905490354,It’s a really special time to be alive…some thoughts from training this model 🧵,,Retweet,,411714,95,68,,2026-05-20 19:09:00,,,,,
'2057187978720719114,,,Retweet,,576977,252,74,,2026-05-20 19:53:00,,,/i/article/2057187978720719114,,
'2057178198228586824,"Today, we’re sharing that a general-purpose internal @openai model achieved a breakthrough on one of the best-known combinatorial geometry problems. Less than 1 year ago frontier AI models were at IMO gold-level performance. I expect this pace of progress to continue.",,Retweet,,455672,195,82,,2026-05-20 19:14:00,,,,,
'2057203171198636251,"a general-purpose model solved a major open problem in mathematics.  we'll be saying this a lot over the coming years, but this is a kinda big milestone.  i'm very excited for AI to greatly extend our understanding of the world, but still, i have complicated feelings today.",,Quote,,747341,359,561,,2026-05-20 20:53:00,,,,,
'2056933166875857290,"i am excited to see what will happen with tokenmaxxing startups, both for how they work internally and the products they can build.  openai offered to invest $2M in tokens into every startup in the current yc batch.  happy building!",,Quote,,1218458,241,755,,2026-05-20 03:00:00,,,,,
'2056804900017947046,"if this tweet gets 1 like, tibo will reset codex rate limits",,Tweet,,656830,326,1267,,2026-05-19 18:31:00,,,,,
'2056435834333934051,chatgpt has gotten soooo much better with the latest update.  really proud of the team for this one.,,Tweet,,1392298,542,2489,,2026-05-18 18:04:00,,,,,
'2056165722804654196,ChatGPT Images 2.0 💚 India.  Already more than 1 billion images created there; awesome to see.,,Tweet,,1553453,373,1108,,2026-05-18 00:11:00,,,,,
'2055356452286640630,i appreciate how seriously the team always takes these reports (even when the answer turns out to be 'i got used to the current level of magic and now i'd like more please'),,Quote,,766863,116,754,,2026-05-15 18:35:00,,,,,
'2055317612687675545,"A preview for Pro users: a new personal finance experience in ChatGPT.  Pro users in the U.S. can securely connect financial accounts, see where their money is going, and ask questions based on the information they choose to connect.  Your full financial picture, now in ChatGPT.",,Retweet,,16668868,1599,1291,,2026-05-15 16:01:00,,,,,
'2055034714231345475,also all this:,,Quote,,441456,91,296,,2026-05-14 21:17:00,,,,,
'2055034461591588916,Codex in the ChatGPT mobile app!,,Tweet,,1419571,479,1236,,2026-05-14 21:16:00,,,,,
'2054773491522822264,being a dad is the thing that has most exceeded already-high-expectations in my whole life,,Tweet,,820281,245,1017,,2026-05-14 03:59:00,,,,,
'2054627102922797323,i get some anxiety not using the smartest-available model/settings.  but sometimes i dont mind if it's really slow.  i wonder if we should focus more on a price/speed tradeoff relative to a price/intelligence tradeoff.,,Tweet,,651204,171,2079,,2026-05-13 18:17:00,,,,,
'2054626219858293128,"codex is the best AI coding product and we want to make it easy to try.  for the next 30 days, we are giving companies that want to try switching over two months of free codex usage.",,Tweet,,2344376,870,1818,,2026-05-13 18:13:00,,,,,
'2053971387308745046,"speaking of things that have gotten over a threshold for me, the combo of the new ChatGPT model, personality, and personalization feels like a new thing",,Tweet,,354807,115,949,,2026-05-11 22:51:00,,,,,
'2053970698725679437,would you call it  a superapp?,,Quote,,447103,72,522,,2026-05-11 22:49:00,,,,,
'2053951875654054011,Please get in touch if this sounds interesting!  https://openai.com/daybreak/,,Tweet,,131054,35,102,,2026-05-11 21:34:00,,,,,
'2053951874408276193,"OpenAI is launching Daybreak, our effort to accelerate cyber defense and continuously secure software.  AI is already good and about to get super good at cybersecurity; we'd like to start working with as many companies as possible now to help them continuously secure themselves.",,Tweet,,441068,307,733,,2026-05-11 21:34:00,,,,,
'2053884619695730745,"Introducing the OpenAI Deployment Company, which will help businesses maximally succeed with their deployments of AI.  Starting with 150 Forward Deployed Engineers and Deployment Specialists, and $4 billion of initial investment from 19 partners.",,Retweet,,682460,151,269,,2026-05-11 17:07:00,,,,,
'2053572868936761350,"what if we name the next model ""goblin""  almost worth it to make you all happy...",,Tweet,,1316297,530,2807,,2026-05-10 20:28:00,,,,,
'2053513789010755762,What he talks about couldn't have happened before GPT-5.5,,Retweet,,463963,20,45,,2026-05-10 16:33:00,,,,,
'2053566155571560868,interesting,,Quote,,967636,147,341,,2026-05-10 20:01:00,,,,,
'2053192920933777486,autistic genius intelligence,,Tweet,,605475,245,504,,2026-05-09 19:18:00,,,,,
'2053192407664259251,5.5 is an autistic genius with very strange taste in naming  shocking that we would make such a thing,,Tweet,,1009269,311,1200,,2026-05-09 19:16:00,,,,,
'2053191344999604409,"kicking off a bunch of codex tasks, running around with my kid in the sunshine, and then coming back at naptime to find them all completed makes me very optimistic for the future",,Tweet,,483726,229,743,,2026-05-09 19:12:00,,,,,
'2052887698717986956,call me maybe,,Quote,,1036161,152,850,,2026-05-08 23:05:00,,,,,
'2052843807809610078,"We’ve spent a lot of time on the framework underneath Codex, so it can move quickly on routine work while stopping for review when the risk changes.  Here’s how we use sandboxing, approvals, network policy, and telemetry to run Codex safely @OpenAI:   https://openai.com/index/running-codex-safely/",,Retweet,,202812,57,83,,2026-05-08 20:11:00,,,,,
'2052845764507062349,"Chain of thought monitors are a key layer of defense against AI agent misalignment. To preserve monitorability, we avoid penalizing misaligned reasoning during RL.  We found a limited amount of accidental CoT grading which affected released models, and are sharing our analysis. https://alignment.openai.com/accidental-cot-grading/",,Retweet,,493944,296,332,,2026-05-08 20:19:00,,,,,
'2052558319940944256,we'd like to help companies secure themselves and we think it's important to start work on this quickly,,Quote,,342274,102,377,,2026-05-08 01:16:00,,,,,
'2052485051812909530,way cooler to help software developers pokemon-evolve into superheroes than to try to replace them  it is insane what one really good person can do now,,Tweet,,346132,220,716,,2026-05-07 20:25:00,,,,photo,https://pbs.twimg.com/media/HHvkNeGbgAAXW_6.jpg
'2052480800004956323,"Codex now works directly in Chrome on macOS and Windows.  It’s even better at working with apps and sites in Chrome, and now works in parallel across tabs in the background without taking over your browser.  To get started, install the Chrome plugin in the Codex app.",,Retweet,,2507518,1290,628,,2026-05-07 20:08:00,,,,,
'2051829422265979047,ChatGPT feels very 'switched on' now,,Tweet,,548897,177,1191,,2026-05-06 01:00:00,,,,,
'2051783339502375418,"5.5 in codex is so good for non-coding tasks.  i keep assuming it won't be able to do something, but a lot of the time i am pleasantly surprised.",,Tweet,,447745,102,559,,2026-05-05 21:57:00,,,,,
'2051758445402223051,"in particular, the combination of improvements to speed, intelligence, personality, and great memory/personalization feels like a more-than-sum-of-the-parts thing when it all hits together",,Quote,,313776,71,320,,2026-05-05 20:18:00,,,,,
'2051758152224506203,"the new instant model in chatgpt is so good damn  if you have been thinking-model-only for awhile, give it a try!",,Tweet,,886420,137,640,,2026-05-05 20:17:00,,,,,
'2051724685231214650,i would like to talk to people who have built amazing things with 5.5 that weren't possible with earlier models. i am especially interested in examples that took ludicrous token budgets. thanks.,,Tweet,,919515,254,1652,,2026-05-05 18:04:00,,,,,
'2051709536130802022,"we shipped gpt-5.5 instant today to chat; it's rolling out over the next couple days to everyone. for this model, we focused on factuality, crushing hacks, and improving the baseline intelligence. 5.5 is a pretty big step forward on all three. it is much smarter, significantly less likely to hallucinate, and just more delightful to talk to. there is always more to do but i'm pretty excited about this one!",,Retweet,,213750,64,100,,2026-05-05 17:04:00,,,,,
'2051716909629153573,"5.5 instant comes to ChatGPT today!  imo it is a pretty big upgrade, i really like using it.",,Quote,,253905,110,425,,2026-05-05 17:33:00,,,,,
'2051690237420826838,"hey chat, we haven't forgotten about you  👀",,Tweet,,1635540,153,1441,,2026-05-05 15:47:00,,,,,
'2051671472142512190,"come for the rate limits, stay for the best model",,Tweet,,555959,260,1041,,2026-05-05 14:32:00,,,,,
'2051670144842395990,"we have very efficient models, especially for their capability level  happy codexing",,Quote,,489219,92,329,,2026-05-05 14:27:00,,,,,
'2051464865634742334,pretty excited for voice models to get great  its interesting to watch how people are already starting to change the way they interface with AI,,Tweet,,676904,233,920,,2026-05-05 00:51:00,,,,,
'2051464155094507902,we love you too!,,Quote,,522022,61,335,,2026-05-05 00:49:00,,,,,
'2051318922805436896,we are gonna do something nice for everyone who applied for the GPT-5.5 party and that we didn't have space for. hope you enjoy!,,Tweet,,889547,180,1229,,2026-05-04 15:11:00,,,,,
'2051266916287746399,Being a parent is great. You guys should have kids. I really mean it. You guys should have as many kids as you can,,Retweet,,259568,109,209,,2026-05-04 11:45:00,,,,,
'2050998576671859003,Agents SDK 2.0 is underrated,,Tweet,,453269,108,515,,2026-05-03 17:59:00,,,,,
'2050964040026050727,impossible to imagine openai succeeding without greg!,,Tweet,,1149400,21,180,,2026-05-03 15:41:00,,,,,
'2050964008480723059,"it has been a real pleasure to work with Greg over the past decade. i feel very lucky.  this post held up pretty well, but not did not sufficiently highlight his technical brilliance and sheer determination.  https://blog.samaltman.com/greg",,Tweet,,838918,153,401,,2026-05-03 15:41:00,,,,,
'2050812533091807335,All of this and more is coming,,Retweet,,497278,84,206,,2026-05-03 05:39:00,,,,,
'2050958845913227474,it really is!,,Quote,,324016,56,237,,2026-05-03 15:21:00,,,,,
'2050671161915371998,i keep thinking i want the models to be cheaper/faster more than i want them to be smarter  but it seems that just being smarter is still the most important thing,,Tweet,,1128089,376,2404,,2026-05-02 20:17:00,,,,,
'2050661006230344083,never thought id be watching F1 via the kids broadcast  cannot imagine being happier,,Tweet,,555057,121,566,,2026-05-02 19:37:00,,,,photo,https://pbs.twimg.com/media/HHVo-27bgAAQ455.jpg
'2050658558174437701,5.5 xhigh in fast mode is  really good  i think i got psyoped by twitter on medium for a bit,,Tweet,,617736,104,737,,2026-05-02 19:27:00,,,,,
'2050654662349787518,this is great,,Quote,,314678,24,163,,2026-05-02 19:12:00,,,,,
'2050427808456077541,we will plan bigger parties for future releases.  a lot more people wanted to come than we expected. thank you!  gonna try to think of a really good idea for the next one.,,Tweet,,369803,114,655,,2026-05-02 04:10:00,,,,,
'2050402088266694689,/hatch clippy,,Tweet,,332774,61,390,,2026-05-02 02:28:00,,,,,
'2050399512494227709,man its good to be back on twitter  there is comfort in the skills of a wasted youth,,Tweet,,1550812,351,1827,,2026-05-02 02:18:00,,,,,
'2050357911915028689,you can sign in to openclaw with your chatgpt account now and use your subscription there!  happy lobstering.,,Tweet,,2229330,1027,1084,,2026-05-01 23:33:00,,,,,
'2050304809572688289,ok its not the most important thing we've ever done but i find it more useful than it seems on the surface.  check out pets in codex!  (and try hatching one),,Tweet,,546516,101,613,,2026-05-01 20:02:00,,,,,
'2050302192775815613,its weird how much i want to get something to run for the record longest,,Quote,,417976,62,277,,2026-05-01 19:51:00,,,,,
'2050274547061129577,"you know what  all of these ""which is better"" polls are silly  use codex or claude code, whatever works best for you  i am grateful we live in a time with such amazing tools, and grateful there is a choice",,Tweet,,1645849,1096,2157,,2026-05-01 18:01:00,,,,,
'2050233324963008553,"Don't join a company or industry that has contempt for its customers. You can make a lot of money that way, and of course it gives you a feeling of superiority, but you'll never do great work for a market you despise.",,Retweet,,435991,249,234,,2026-05-01 15:18:00,,,,,
'2050229060887044494,"i'm hopeful for a future where people who want to work really hard have incredibly fulfilling things to do, and people who don't want to work hard don't have to and can still have an amazing life of prosperity.",,Tweet,,262824,144,316,,2026-05-01 15:01:00,,,,,
'2050229059507159242,"i think a lot of people are going to be busier (and hopefully more fulfilled) than ever, and jobs doomerism is likely long-term wrong.  though of course there will be disruption/significant transition as we switch to new jobs, the jobs of the future may look v different, etc.",,Tweet,,717724,158,280,,2026-05-01 15:01:00,,,,,
'2050229058425045178,"we want to build tools to augment and elevate people,  not entities to replace them.",,Tweet,,3138588,748,2369,,2026-05-01 15:01:00,,,,,
'2050021650641695108,artificial goblin intelligence  achieved,,Tweet,,1373966,572,1355,,2026-05-01 01:17:00,,,,,
'2049689793118998717,"This GPT Image 2 prompt is going insanely viral right now.  “Redraw the attached image in the most clumsy, scribbly, and utterly pathetic way possible. Use a white background, and make it look like it was drawn in MS Paint with a mouse. It should be vaguely similar but also not really, kind of matching but also off in a confusing, awkward way, with that low-quality pixel-by-pixel feel that really emphasizes how ridiculously bad it is. Actually, you know what, whatever, just draw it however you want.”",,Retweet,,7895918,1361,1249,,2026-04-30 03:18:00,,,,photo,https://pbs.twimg.com/media/HHH2AHeakAA8Z3v.jpg|https://pbs.twimg.com/media/HHH2AHdbUAAO62M.jpg
'2049928776147230886,"It's never been easier to do everyday work with Codex.  Choose your role, connect the apps you use every day, and try suggested prompts.  Codex helps with everything from research and planning to docs, slides, spreadsheets, and more.",,Retweet,,1525871,444,338,,2026-04-30 19:08:00,,,,,
'2049946120441520624,big upgrade for codex today!  try it for non-coding computer work.,,Tweet,,800108,299,664,,2026-04-30 20:16:00,,,,,
'2049944981750833659,it does seem cool,,Quote,,212413,35,106,,2026-04-30 20:12:00,,,,,
